/vagrant/images/tst/MasksResults/IMG_0030.png,1,500
/vagrant/images/tst/MasksResults/IMG_0031.png,1,500
/vagrant/images/tst/MasksResults/IMG_0032.png,1,500
/vagrant/images/tst/MasksResults/IMG_0033.png,0,500
/vagrant/images/tst/MasksResults/IMG_0034.png,0,500
/vagrant/images/tst/MasksResults/IMG_0035.png,0,500
/vagrant/images/tst/MasksResults/IMG_0036.png,1,500
/vagrant/images/tst/MasksResults/IMG_0037.png,1,500
/vagrant/images/tst/MasksResults/IMG_0038.png,1,500
/vagrant/images/tst/MasksResults/IMG_0039.png,1,500
/vagrant/images/tst/MasksResults/IMG_0040.png,1,500
/vagrant/images/tst/MasksResults/IMG_0041.png,1,500
/vagrant/images/tst/MasksResults/IMG_0042.png,1,500
/vagrant/images/tst/MasksResults/IMG_0043.png,1,500
/vagrant/images/tst/MasksResults/IMG_0044.png,1,500
/vagrant/images/tst/MasksResults/IMG_0045.png,1,500
/vagrant/images/tst/MasksResults/IMG_0046.png,1,500
/vagrant/images/tst/MasksResults/IMG_0047.png,1,500
/vagrant/images/tst/MasksResults/IMG_0048.png,1,500
/vagrant/images/tst/MasksResults/IMG_0049.png,1,500
/vagrant/images/tst/MasksResults/IMG_0050.png,1,500
